"text","class"
"Annem Merve Buket uclusu cok pis kanima girdi. Elimdeki Note 3 ve 4'u Turkcell'e verip bi elma 7+ alicam galba...", "notr"
"Turkcell saolsun herkez unutuyo bu unutmuyo?", "olumlu"
"Turkcell ve Airspan 5G'de yenilikci cozumler icin bir araya geldi", "olumlu"
"internetsiz kaldim :( Turkcell nolur bana internet verin ? TurkcellHizmet", "notr"
"#NBAAllStar Yukselen Yildizlar maci bu sabaha karsi saat 05:00?te beiN Sports 3 Smartspor 2 Turkcell TV+ ve TV8.", "notr"
"icip icip 5 saat uyuyabilmek. Tesekkurler turkcell....", "notr"
"TURKCELL GENEL MuDuRu KAAN TERZiOGLU KONU iLE iLGiLi YAPTiGi DEGERLENDiRMESiNDE YERLi 5G TEKNOLOJiLERi GELiST  -", "notr"
"Turkcell'in Engelsiz Egitim Programi ile Hayallere Engel Yok reklami cok duygusal ve anlamli Tesekkurler #Turkcell", "olumlu"
"mestikerim uzulmeyin Turkcell Hesabim'da sizi her hafta yeni hediyeler bekliyor. Simdiden bol sans dileriz.", "olumlu"
"Aynen katiliyorum TURKCELL gorevi icin 29 tane baslik var. ve Magaza calisanina desifre olunca gorev reddeliyor.musti_ygt GetBounty", "olumsuz"
"Turkcell'in 2016 kari %27 dustu!Beter olun lan!Pedofili sponsoru olmanin bir bedeli var!", "olumsuz"
"TTDestek turkcell de 24 martta taahhudum bitiyor.telekom a cep nomu tasimak istiyom.yarin tasima talimati versem taahhut cezasi olurmu?", "olumsuz"
"SuperYardim Kaan_Terzioglu Turkcell Turkcell ve SOL tarafindan magdur edildim 1 aydir haksiz yere faturama yansiyan 360 tl iade edilmiyor", "olumsuz"
"Turkcell'in Goller Cepte 1967 uygulamasini tum renktaslarimiza tavsiye ediyoruz. Appstore ve GooglePlayden ucretsiz indirebilirsiniz.", "olumlu"
"tsmedyam TurkcellHizmet Turkcell lig bitene kadar batar....", "olumsuz"
"TurkcellTVPlus turkcell platinum musterilerine 5gb li turkcell tv ucretsiz diyorsunuz", "olumlu"
"SamsungTurkiye S6 edge gu celleme yukledikten sonra turkcell hattimi takinca  telefon kapanip aciliyor  yardim edermisiniz.", "notr"
"Turkcell salla kazan olayina yeniden girmis. Paketi olmayan  internet sikintisi cekenlere.", "olumlu"
"#turkcell internet= gunde 10 TL 1GB. Yetmiyorsa 1 senelik ayda 129 tl yerine 149 TL sozlesmeye zorlanmak. Kotuydun cok kotu oldun Turkcell", "olumsuz"
"sen turkcell'e gecince turkcell cileklicokomell", "notr"
"Turkcell'in bana actigi dava reddedildi :) cok rahatladim su an... Temyiz meselesi kesinlesince haber ederim canlar.", "olumsuz"
"Turkcell 10gb internet hediye etti kesin boku yedim sonraki ay hapisdeyim", "olumsuz"
"turkcell bugun ananeme yeni telefon satmis.. bu nesli bile teknoloji canavari yaptiniz ya pes be! reklamlar ise yariyor!", "olumlu"
"clayton: TKC 8.17 Turkcell iletisim Hizmetleri As $TKC Std Dev +3.30. TKC Trading at 8.17 Day High 8.19 &", "notr"
"SuperYardim mr_noobody888  turkcell magduru olarak kesinlikle turkcell hizmetine bulasmanizi tavsiye etmem", "olumsuz"
"TAM KOYUN REKLAM OLMUS..KASABA KABZiMALA HiRSiZ TURKCELL SuPERONLiNE BAKMAZ. KANDiRiR. m/ukraynadan-getirdigi-koyunlar-beser-beser-dogurdu", "olumsuz"
"Turkcell 2016'da %27 dususle 151 milyar TL net k?r elde etti", "notr"
"Turkcell?GollerCepte'ye?bu hafta Olcay Sahan damgasini vurdu", "notr"
"SuperYardim farkli bir internet saglayicisi kullaniyorum ve memnun degiilim yil sonuna kadar taahutum var. Turkcell'e gecebilirmiyim ?", "olumlu"
"#Turkcell ve Koc Holding hisselerindeki anlik dusus algoritmik islem kaynakli", "notr"
"Turkcell 2300 Kisi Alacak | Telekomcular Dernegi", "olumlu"
"Turkcell GMY Gediz Sezgin'den yeni nesil haberlesme teknolojilerini dinliyoruz. Dunyanin en hizli internetine sahip.", "notr"
"TURKCELL 29TL lik tarife paketimin yerine 69TL lik paket yansitti. Onay almadan ve zoraki  Turkcell bimer SikayetvarCom ihd_genelmerkez", "olumsuz"
"beyaztvcomtr NihatDoganVevo o kadar kalitesizsiniz ki turkcell karsisinda turk telekom gibi coca cola karsisinda le cola gibi", "olumlu"
"DAYi TABELADA TURKCELL YAZiYOR SEN GELMiS NAMAZ SAATi AYARLATMAYA cALiSiYORSUN DiYANET iSLERiMi BURASi AQ", "notr"
"dadamirmrsic dun gece turkcell tv den izledim  ben . hayatimda gordugum en kotu yayindi :/", "notr"
"#muslera #kurtarbizi #globalbilgi #izmir #bdaygift #bro  Turkcell Global Bilgi izmir", "notr"
"Ben bu adami Turkcell'e olan kararli tutumundan dolayi takip ettim. ?", "olumlu"
"Turkcell den cikip vodafone girmek de biraz firmaya ihanet gibi bisey ama yinede sen bilirsin cansu", "olumlu"
"Turkcell TurkcellHizmet her ay 15 20 GB internet kullanan bendenize turkcell ici 1000 dk hediye ettiginiz icin tesekkur ederim ?", "olumsuz"
"Turkcell 2017 Genc Yetenek Programi Turkcell'de ise baslamak isteyen universiteliler icin. Hemen basvurun!.", "notr"
"Turkcell'in 2016 net kari 151 milyar TL -Beklenti 167 milyar TL -2015 kari 207 milyar TL", "olumsuz"
"#Samsung S7 edge alip cikacagim ( Turkcell Toprak iletisim in Hatay iskenderun)", "notr"
"??? ( Turkcell iletisim Merkezi in izmir)", "notr"
"ruzgarsagnak 60 sene onceye gitmeye gerek yok. Turkcell'in ozgur Kiz Nil'den Racon Emocan'a nasil gectigini anlaya.", "notr"
"Turkcell enerji ticareti sirketi kuracak!", "notr"
"turkcell 1 gb verdi mobil veriyi kapatmiyorum cofokxmdod", "olumlu"
"Turkcell ve koc holding de ilginc bir hamle olmus bunu bilmek zor", "notr"
"SuperYardim merhaba turkcell superonline a bir email iletmek istiyorum ama mail adresini bulamadim Turkcell Superonline'nin", "notr"
"Turkcell ve Yandex'in Ortak Girisimi Yaani Arama Motoru  #yaani", "olumlu"
"aykuterdogdu hem iphone kullandigini hem turkcell kullandigini belli etmeseydin iyiydi sayin vekil. Resmi az kirpsaydin.", "notr"
"Gecenlerde Turkcell magazasinda da bunun benzerini gordum. cok ilginc bir yere gidiyoruz ama.", "notr"
"sennayldrm sevdik de noldu efesle turkcell zengin oldu jdfjgjdfh", "olumsuz"
"Turkcell ve gnc appleriyle faturami odemeye calisiyorum kart bilgilerimi giriyorum her sey normal ama odemeyi yapmiyor cildiricaaam", "notr"
"alperyegin_ chpsancaktepe cemal_canpolat BASKAN TURKCELL SUPERONLiNE NETi KESiYO GuNLERCE PARASiNiD ALiYO UTANMADAN SiKAYETTE EDEMiYOZ", "olumsuz"
"TurkcellHizmet merhaba 40 gundur platinum paketime turkcell tv tanimlanmasini bekliyorum sanirim turkcell ile yollarimiz ayrilacak...", "olumsuz"
"Turkcell ve Koc Holding'e brut takas yasagi Turkcell iletisim Hizmetleri A.S. ve Koc Holding A.S. pay piyasasinda.", "notr"
"is ilani: SENiOR SOFTWARE DEVELOPER - Turkcell iletisim Hizmetleri A.S. [istanbul(Asya) - 17.02.2017] // Tercihen...", "notr"
"OzturkBurak12 Kontratli cihaz kampanyasi sureclerimiz cesitlilik gostermektedir. Turkcell iletisim Merkezleri'mizden detayli bilgi +", "notr"
"Yeni hayirli olsun ?????? ( Tulukcell teknoloji-Turkcell Kurumsal cozum Merkezi)", "notr"
"aniltuncay TurkcellHizmet haberim yok ustume 2 turkcell faturali hat 2 tane kredili qnbfinansbank kredili iphone gold 5s ama haberio yok", "notr"
"Butun Gsm operatorleri kapitalist encokta Turkcell.Mandira filozofuna donucem bunlar yuzunden.#Turkcell #Vodofone #Avea Sisteminiz coke emi.", "olumsuz"
"febahadir Ayarlar > Genel > Hakkinda kisminda bulunan Operator kismi Turkcell 27.0.1 olarak mi gozukuyor?", "notr"
"Turkcell yazik 15 yildir Turkcell kullaniyorum 45 G almadim diye yaralanmiyorum . Ayrimcilik bu . Biz de Turkcell liyiz yildiramayaksiniz", "olumsuz"
"90 lira faturam gelmis amk turkcell", "olumsuz"
"TURKCELL DE SALLA KAZAN KAMPANYASi BASLADi DETAYLAR  SAYFAMiZDA", "olumlu"
"Turkcell iletisim Hizmetleri AS upgraded by HSBC Holdings plc to buy.  $TKC #TKC", "notr"
"TURKCELL SEN NAPiYOSUN SEN NAPiYOSUN ALT TARAFi 25 GB HARCADiK YA", "olumsuz"
"Turkcell 2gb verdi gncli olmadigim halde ?", "olumlu"
"Turkcell lilere mujdee SALLA KAZAN geri donmus", "olumlu"
"turkcell destek hesabina adresimi numarami veriyorum hala koordinat istiyo admin kimse wassaptan eklesinde konum atayim bari sacmaliga bak", "olumsuz"
"Turkcell sifremi unuttum amk ya", "notr"
"kutluhanazafli turkcell bip ile alakali da boyle bi sey dolaniyordu ortalikta.Tum konusmalar devlet ile paylasilir gibi bi sey yaziyordu", "notr"
"Lan Turkcell'den yedigimiz kaziklardan 3+1 yara izi olustu organlarimizda:)) Seyimi yesin diycem ama ceza degil odul olur:)", "olumsuz"
"Baskentli Onur Ver coskuyu 2017 Artik Dijital Platformda ?TTNET Muzik ?i-Tunes ?Turkcell ?Vodafone ?YouTube ?Daily.", "notr"
"incrivelneymar turkcell de 2017de azaltti diye biliyorum", "notr"
"Okan universitesi Hastanesi Turkcell'de! Yrd.Doc.Dr.Taner Kivilcim Kansere karsi bilinclendiriyor! Erken teshis ic.", "notr"
"lightsaberblue bir adam varmis cani sikilan turkcell Team gelmis sikinti bitmiiiis", "olumlu"
"Yayin hayatina baslamistir :) Turkcell  Turktelekom Vodafone operatorleri icin dakika yuklemesi ve tl yuklemesi", "notr"
"Ya VodafoneTR iyi hos operatorsun ama niye su pazartesi olan sallama uygulamasinda hep 250mb veriyon turkcell 10gb bile veriyodu be", "olumlu"
"Turkcell Enerji Sirketi Kuruyor... #Forex #iKONNews", "notr"
"Turkcell ve Koc islemlerinden 3 kisiye SPK cezasi", "olumsuz"
"Turkcell son 10 yilin gelir ve FAVoK rekorlarini kirdi  btgunlugu turkcell", "olumlu"
"FethiCalik SensinKahraman  abi turkcell formayi  turkcell adresimize mi gonderecek.. bana bagis alindi mesaji geldi..forma gelmeyecek mi", "notr"
"Turkcell ve Grup Sirketleri veri analizi DWH konularinda deneyimli ''is Zekasi urun Yoneticisi'' ariyor.", "notr"
"is ilani: ViDEO OPERATiONS ENGiNEER - Turkcell iletisim Hizmetleri A.S. [istanbul(Asya) - 27.02.2017] // Tercihen...", "notr"
"hewaldesouzaa BUDA ZAMANiN TURKCELL SUPERLiG TOPUYDU DuNYANiN GELMiS GEcMiS EN iYi TOPU", "olumlu"
"yalniz en guzel mesaj turkcell den geldi he bi cok kisiden daha samimi verdigi hediye paketle alakasi yok bu arada", "olumlu"
"Bir YouTube oynatma listesine video ekledim:  Turkcell 2300 Kisi Alacak", "notr"
"kahraman_harun bugun bir seyler olmus ama bakamadim koc turkcell filan. Kime etkisi oldu bunun", "notr"
"Beni de Annemden babamdan cok Turkcell musteri hizmetleri ariyor saygilar efenim ?", "notr"
"TTDestek sehrin merkezinde 3.katta sebeke yok. Msteri hzmtleri mudrlk ve bimer cozm bulamadi. care TURKCELL", "olumlu"
"jiraiya_06 baktim ev telefonlarina veriyormus Turkcell e gecicem ya ?", "olumlu"
"Turkcell Turkcell ayrimcilik yapiyor .4.5G istemiyoruz. Bize 3G yetiyor. #Turkcellayrimciligibirak", "olumsuz"
"TOBB ETu Sosyal Tesisler'de Turkcell ile GNcYTNK etkinligi Turkcell insan Kaynaklari Yoneticisi Tulay Yalcinkaya il.", "notr"
"TurkcellHizmet vanadu bosver ne yapacaksin Turkcell'i kanser olmak istemiyorsan bulasma derim. 19 Ocak'tan beri benim problemi cozecekler", "olumsuz"
"TurkcellHizmet Uskupteyim ve Turkcell Hattim Calismiyor Bosuna mi Verrcegim 14.90? Acil Su Hatti Acin.Kaldim Yabanci Memlekette.!", "olumsuz"
"SPK Turkcell ve Koc Holding'teki dususe cezayi kesti -", "notr"
"Birisi interneye bi sey mi yapti igtenc be turkcell illa kavha mi edelim kardesio", "olumsuz"
"Canim Turkcell?", "olumlu"
"2016'da turkcell'in piyasa degeri 17 milyar lira artarak 30 kusur milyar lira olmus. Boyle sirketleri 3-5 kisi etk.", "olumlu"
"Turkcell veya turk telekom dan istedigim telefonu isteyerek getirtebilirmiyim  #sorsana", "notr"
"Sacma bir enerci ? ( Turkcell Convergence)", "olumsuz"
"zgrDoan34 turkcell guzeldi bugun bi ara gordum hatta sewindimpegasus var bendede 15.82 stop amma cikicak en kotu 16.44 ustunde kapansin...", "olumlu"
"Recep ivedik ve Turkcell emocanlari ile Eski Turkiye Yeni Turkiye kiyasi yapan aklievvel muhalifler.", "notr"
"Turkcell 4.5G'yi denize tasidi", "olumlu"
"1 gb net hediyesiyle turkcell beni kandirmaya calisiyorsa yanilmiyor gayette kandirdi.", "olumsuz"
"Etkinligimizin 3.Oturumu Turkcell ise Alim Uzmani ihsan Mert ile devam ediyor..#demkongre", "notr"
"Turkcell destek beni bul gardas", "notr"
"Turkcell Bulundugumuz koyde turkcell cekmiyor ve koylu baska operatore gecmeye basladi eger boyle giderse herkes cikacak yaklasik 300 kisi", "olumsuz"
"#turkcell Sabahin korunden bu saate kadar 532 nolu turkcell musteri hizmetlerinden yaklasik 30 defa arandim. Actigimda hic ses yok???????", "olumsuz"
"14 Subat gelse de Turkcell 2 Gb internet vercekmis faydalansak", "olumlu"
"DeryaYanik01 Derya hanim CHP'lilerin algi olusturmak icin ensarcell dedigi Turkcell'e donememissiniz bilginize", "notr"
"musquixote  Turkcell' de sadece racon emocan yok. OrganikPamukTistis Sefa ve Zeki'si de var.", "notr"
"beyzacchi Lutfen canim iphone 7+ rosegold ?? Memlekette gezilmedik turkcell bayii birakmadim 4 gun surdu ama kavustuk?", "notr"
"Turkcell in basin toplantisi basliyor. 2016 verilerini aciklayacaklar", "notr"
"zgrDoan34 bugun endex te turkcell ve kchol taban a satis yaptilar o panikle asagi geldi saglik olsun yarin guzel olur ins", "olumsuz"
"Turkcell'in k?ri dusmus diye sevinen finanstan anlamayan zavallilara k?r dususunun nedenleri...", "olumsuz"
"Xperia XZ ve PS4 Turkcell bayilerinde! Uzaktan oynama ozelligi sayesinde #Xperia XZ ile oyun keyfi hep yaninda!.", "notr"
"Son 10 yilin buyume rekorunu kiran Turkcell 2016'da 1..", "olumlu"
"Turkcell T70", "notr"
"Turkcell'in populer uygulamalari ve indirilme sayilari:", "notr"
"eskimeyenadam Turkcell'e 25 tl borcum oldugu icin iki haftadir paketim yok. Cuzdan katliam anadini avradiniiii :))", "notr"
"Adidas d&r turkcell bile kutladi dogum gunumu alacagin olsun sen kutlamadin zalimin kizi", "olumlu"
"utkukali Kaan_Terzioglu hala turkcell'de misin hocam? Vodafone u tavsiye ederim hem ucuz hem de cocuk tacizcisi ensar'i desteklemiyor.", "olumsuz"
"Turkcell 'Salla Kazan' kampanyasini yine baslatmis tsk", "olumlu"
"ALMANCA BiLEN cAGRi MERKEZi MuSTERi TEMSiLCiSi - Turkcell ve Grup Sirketleri [Ankara - 17.02.2017]", "olumlu"
"Turkcell enerji ticareti sirketi kuracak anadoluajansi", "notr"
"Ensar Vakfi'nin sponsoru olan Turkcell'in yillik k?ri yuzde 27 dustu Sakin kader deme kaderin ustunde bir kader vardir !", "olumsuz"
"turkcell sana gule gule", "olumsuz"
"Turkcell'den 5G icin dev isbirligi", "olumlu"
"Turkcell muhendisleri Deniz Araclari icin 4.5G Anteni Gelistirdi -", "olumlu"
"2.3 3 senedir..savci sorusturmayi tamamlayamamis..ben mi sucluyum..ahim tuttu..iste..Turkcell magdur benim..para ode diyorlar?!oldu canim?!", "olumsuz"
"Babam benim telefonum kac gundur niye calmiyorturkcell bile mesaj atmiyor dedi. Bi kac saat sonra ....??", "notr"
"KptKUTERO Turkcell 2 aydir aliyorlardi; bugun bile pars girisi var! Serefsizler operasyon cekiyor spkgovtr nerde???", "olumsuz"
"Turkcell Antalya calismasi #turkcell #mobilboard #mobilboardturkiye", "notr"
"BernaHilal VodafoneTR ya bunlar insan degil hayatimi sonurduler benim cnm Turkcell", "olumlu"
"Turkcell iletisim Hizmetleri AS $TKC Shares Bought by NWQ investment Management Company LLC", "notr"
"clayton: TKC 8.17 Turkcell iletisim Hizmetleri As $TKC Std", "notr"
"mervededi Turkcell VodafoneTR ben Vodafone ve Turkcell i kullanmis biri olarak Vodafone dan memnunum ya bazi zamanlar sorun yasasamda", "olumsuz"
"Dogan boykotu tutmaz. Bi ara da lig tv protesto ediliyodu sonra Mado sonra Turkcell... liste cok uzun ? saymicam vazgectim ?", "olumsuz"
"TURKCELL KAZiK ATAR DiKKAT EDiN ???????? Annemin turkcell telefon hattinda daha onceden goller cepte uygulamasi...", "olumsuz"
"Karsiyaka'nin gobeginde internet neden cekmez ey Turkcell. insani zorla 4.5 G 'ye mi gecirmeye calisiyorsunuz anlamiyorum ki ? #turkcell.", "olumsuz"
"Turkcell'de Network Yonetici maaslari ne kadar? KariyerSor'dan ogren...  #sirket #kariyer #meslek", "notr"
"mustycbu ben degil ya babam icin. adam zaten 20+ yildir turkcell abonesi. icinde net olan en ucuz tarifeye bakiyorum. max limit ?40 :(", "notr"
"byndraysee Turkcell de sms 2 kontordu. 2 sms lik yaziyi silik harflerle 1 taneye sigdirirdik. Tabii numara tasima da yok o zamanlar.", "notr"
"ferreamousse arkadakimavili yandas olmasa Turkcell Tv+plus guzel platform ve en ucuzu hemde ip tv.", "olumlu"
"Turkcell iletisim Hizmetleri AS tarafindan elektrik ticareti yapmak uzere 2 milyon lira sermayeli bir enerji sirke.", "notr"
"VodafoneDestek BerattKaraagac uc bes fazla ver adam gibi hizmet al. Vodafon'dan bisi olmaz. Turkcell kalitesini bulanayip pisman olursun", "olumlu"
"#GelSendeEvetDe TURKCELL SUPERONLiNE SENiN ANANi BACiNi SiKEYiM SENiN BU HAK cALMANi GoRMEYEN BTKiNiN VE YETKiLiLERiN ANANSiNi SiKEYiM..", "olumsuz"
"Her defasinda turkcell sari kutu puanimi kullanayim oyle vodafone gecerim diyorum hep bi fakir hep bi bosch..", "olumsuz"
"i liked a YouTube video  (TURKCELL) HOT VPN iLE BEDAVA iNTERNET HER DAiM GiRER (ROOTSUZ) 24 SUBAT 2017", "olumsuz"
"Turkcell iletisim Hizmetleri : 20.2.2017 | Announcement Regarding the Capital increase in Turktell", "notr"
"mariojardell tunakoseoglu5 Artik sen turkcell bayii dusunsun. Yalniz ananenizin haberi yok", "notr"
"1krtl1vldn cekmiyo bu Turkcell bulamirdan napcez cuzdanimda dolu dolu paralarla baska bayilere mi gideyim illa", "olumsuz"
"Turkcell Kalan internet - Paket?Sorgulama", "notr"
"Abi avea kullanin Turkcell kullanin ama vodafone aman haa. Taahhut olmasa bir saniye bile durmiycam ama elbet bitecek VodafoneTR", "olumlu"
"Saha Satis Temsilcisi - TURKCELL SUPERONLiNE FiBERONLiNE iLETiSiM [Ankara - 21.02.2017]", "notr"
"26 Mart ve %99 Ssport diye bi kanal yeni acildi DSmart Digiturk ve Turkcell TV Plus'da var. Resmi aciklama yok tabi ugurkilickeser", "notr"
"MediciYkn  TV85 beiN Sports 3Smart Spor 2Turkcell TV+.", "notr"
"ORRROSPU cOCUGU TURKCELL 30 TLDEN 25 TL VERGi ALDi 5 TL KALDi HESAPTA AMK", "olumsuz"
"Koc Holding ve Turkcell hisselerinde sert dusus neden oldu", "olumsuz"
"internet paketimi iptal ettirdim. turkcell ceo'su aradi. beyfendi iyi misiniz?!!", "notr"
"Ewwet 10 bin dakikam var turkcell sagolsun ?", "olumlu"
"Turkcell GNcYTNK Kampusu'nde", "notr"
"14 Subatta Turkcell 14gb vermezsen cok kirilirim Turkcell", "notr"
"Ensar etkisi': Turkcell tarafindan KAP'a yapilan aciklamada sirketin 2016 yili k?rinin yuzde 27 oraninda dustugu.", "olumsuz"
"webtekno Turkcell yandex.Turkcell yandex kullan 5g ayagina gelsin?", "olumlu"
"solhaberportali Ensar & Turkcell = 100 lerce cocuk tecavuzleri benim icin hep bunu ifade edecek", "olumsuz"
"#fizy #TarkanLiveUs  Green Card'im icin Turkcell icin ve Tarkan icin Amerika'ya gidilsin...", "notr"
"kazik da atsa turkcell cok baska abi bildigin telefon cekiyo mutluluk bu aq", "olumlu"
"TurkcellHizmet Aksam 20:00 den onceki olcumlerim ve daha oncesi Turkcellaksam 20:00 den sonrasi VodafoneTR ! Tam.", "notr"
"Turkcell 4.5G'yi denizlere tasidi", "olumlu"
"Bu fotoyu muzikle oynarken telefonum kendi cekti. Sabah tv programi sonra Turkcell egitimi simdi.", "notr"
"Turkcell salla kazan kampanyasini yeniden getirmis canim turksel ???", "olumlu"
"Boyle bir donemde Turkcell ozgur Kiz'la kendisine en cok para kazandiracak kitleye oynadi mantikli olarak. Sonra kitle genisledi.", "olumlu"
"Turkcell ve Airspan'dan 5G is birligi", "olumlu"
"Turkcell 4.5G ye gecemiyorumm?? Helppp", "notr"
"? iyi ki dogdum iyi ki varim iyi ki beni tanimissiniz ??? ( TURKCELL CEPTAS  DAGiTiM MERKEZi TRABZON)", "notr"
"Turkcell super lig zamanlarini ozledim spor totodan memnun degilim", "olumsuz"
"Eyvallah Turkcell", "olumlu"
"Reklam yapmak istemem ama turkcell olmak varken neden turk telekom oldum", "olumlu"
"i'm at Pluscom iletisim A.S.-Turkcell Hizmet Binasi in Karabuk", "notr"
"Bu aksam kanal listesinde Akit tv yerini almis bize bu hizmeti sunarak hayatimda ki buyuk eksikligi gideren Turkcell Tv'ye tesekkurler..", "olumsuz"
"tanaygokce kardesim... sizin orada zirve azm iletisim diye bir turkcell iletisim merkezi var mi? :)", "notr"
"Turkcell iletisim reports Q4 results  $TKC", "notr"
"Sevgili Turkcell salla kazandan 10000 dk verdin de ben pazar gunu donuyorum 3-4 gb internet vereydin eyiydi", "olumlu"
"LOJiSTiK UZMANi - Turkcell iletisim Hizmetleri A.S. [istanbul(Asya) - 24.02.2017]", "notr"
"YolukYonca nezdAmik1 Turkcell", "notr"
"Turkcell sen ne yaptin surda unutmaya calisiyorduk", "olumsuz"
"Turkcell'den 2017'de 1500 kisiye istihdam", "olumlu"
"heyppll Turkcell Buseplan Tarifesi cikaracak yakinda Busetify + Busetube + Busegram + Busetter + 50 Gb int.Pk sadece 301 TL.", "notr"
"aramidyarn Turkcell TV+ hizmetinizde yasadiginiz sorunun detayini DM'den iletmenizi rica ederiz.", "notr"
"Benim sim kartim 45 g ama telefonum 3g ben sallayinca kazamayacak miyim simdi Turkcell ?", "olumsuz"
"#kadinrehberimcom Turkcell ve Koc islemleri icin 3 Kisiye Yaptirim", "notr"
"madigudisi gkhncelbis dnzylm turkcell derdine yansin ????", "olumsuz"
"Turkcell  izmir'de Anadolu Caddesi Arkas onunden Semikler Kavsagina kadar neden sebeke cekmiyor Turkcell??", "olumsuz"
"bu hayatta en buyuk ihaneti dogum gunumde bana 51 tl fatura odetip bi de ustune iyiki dogdun mesaji atan turkcell yapmisti unutmam", "olumsuz"
"Turkcell T60 3G 4.5G internet ayarlari nasil yapilir", "notr"
"Okan universitesi Hastanesi Turkcell'de!  Yrd.Doc.Dr.Taner Kivilcim Kansere karsi bilinclendiriyor! Erken teshis ic.", "notr"
"2008 cebit fuarinda beri abone oldugum Turkcell mobil imzaya uyumlu simkart kurumsalda yok  bireysel timlerdede bulmak zor ve 22tl ucretli", "notr"
"TurkcellHizmet merhaba; benim turkcell tv + aboneligim var fakat bundan 3 ay once istedigim diziyi izleyebiliyordum simdi izleyemiyorum", "olumsuz"
"Ensar'a sponsor olan Turkcell'in yillik k?ri yuzde 27 dustu", "olumsuz"
"Lan salla kazan ne zaman 4.5g uyumlu kart ve telefonlara gecti yolarim seni Turkcell", "olumsuz"
"Turkcell ceo su kendi adinda telefon urettirmis a.q lukse bak", "olumsuz"
"#heryereyazilirbuask #encoksevilen #askonubeklemek  Turkcell Global.", "notr"
"Turkcell  Turkcell Global Bilgi  ?????-??????  kterziog   igor Gorkov  Turkcell Technology Research and Development.", "notr"
"Kaan_Terzioglu butun bankalarda kredinotum sifirlanmis Bunun nedeni ben faturalarimiodememeragmen Finansbank'a Turkcell'denodemeyapilmamasi", "olumsuz"
"Suna bir goz atin: Turkcell Hayal Ortagim -  goz atin: Turkcell Hayal Ortagim", "notr"
"YA BU AMK DUMUN TURKCELL SUPERONLiNE KULLANAN KiMSE YOKMU ARANiZDA..YA BANAMi GAREZi BUNLARiN NET NEDEN AGiR..YOKMU DUYAN..", "olumsuz"
"Turkcell cagri merkezindeki cocuk telefonu kapatirken hayirli gunleriniz olsundedi. isinden olmasa bari?", "notr"
"Turkcell salla kazandan 10 k dk cikti aq ya annem yasadi", "olumlu"
"Slovenya-Avusturya siniri bitmek bilmeyen bir tunelden olusuyormus. Tuneli gecince Turkcell'den gelen msj ile ogrendim.", "olumlu"
"neyseki almama gerek kalmadan Turkcell salla kazan seyini geri getirmis seni seviyorum Turkcell", "olumlu"
"#telepluscomtr Turkcell T40 Batarya - Price : TL30.90", "notr"
"turkcell bana bedava internet vermiyor neymis efendim 4.5G olacakmis aramizda 0.5 in hesabi mi olur pust", "olumsuz"
"Kimsem yoksa Turkcell var ??", "olumlu"
"Migros  Denizbank ve Turkcell'i boykot etmek icin yeterli sebebimiz var.", "olumsuz"
"Turkcell bayilerinde telefon veya tablet almak Turkcell in degil bayinin kontrolunde. O zaman turkcell neden muhat.", "notr"
"Gozdelinho_ Turkcell dusunuyordum bu turkcell bir tek bana mi geciriyor diye 538 tl ne be ???", "olumsuz"
"TURKCELL HERYERDE cEKiYODU HANi NOLUYO LAN", "olumsuz"
"#Teknoloji - Turkcell gelecegin teknolojilerini tanitacak!", "notr"
"alifuatduatepe Turkcell calisiyor Abicim", "olumlu"
"mehmetemredogan uzulmeyin Turkcell Hesabim'da sizi her hafta yeni hediyeler bekliyor. Simdiden bol sans dileriz.", "olumlu"
"Turkcell son 10 yilin rekorunu kirdi!", "olumlu"
"Turkcell dibi gordu", "olumsuz"
"Seyfettin Saglam: 'Turkcell GNcYTNK rekora kosuyor'!  #onceTurkiye #ustad", "olumlu"
"Turkcell'in ozgur kiz temali reklamindan racon emocan a donusumu Turkiye'nin kulturel donusumunu de temsil ediyo.", "notr"
"Turkcell'in en guzel reklam serisi ne hale geldi. Hizmeti iletisim kampanyasiyla paralel sekilde gerilemekte.", "olumsuz"
"bellamontiell use turkcell 4g it's cool", "olumlu"
"Turkcell ve Koc islemleri icin 3 kisiye yaptirim SPK Turkcell ve Koc hisselerinde 22 Subat'ta gerceklestirilen is.", "notr"
"Dedi bise biz vodafone uz diye gavur muyuz hem turkcell daha Turk'u bile yazamamis  ?  maGuneyy", "olumsuz"
"Turkcell'ede girdik ya hadi hayirlisi?", "olumlu"
"Degerli musterimiz hattinizi yurtdisi kullanimina acmak icin ROAM yazip 2200 a gonderiniz.Turkcell in kampanya ve.", "notr"
"5.3 ile carrier high gordum turkcell superonline seviliosun", "olumlu"
"SPK Turkcell ve Koc Holding hisselerindeki algoritmik hareketin sorumlularini tespit etmis.", "notr"
"Turkcell iletisim reports Q4 results", "notr"
"55 kullanici adin turkcell reklami gibi hnc gel bence kdkdkdkdkd", "notr"
"Turkcell39de iPhonelara 300 TL ?ND?R?M 7000 Sar? Kutu Puan?na", "olumlu"
"Aagagaga canim turkcell ????", "olumlu"
"Turkcell'in Paris tatili sanslilari belirlendi", "notr"
"LTE'ye gecmiyor elektirik gittiginden beri turkcell anana mi soviyim babana mi", "olumsuz"
"turktelekom bu ilginc projeleri yapan t.t calisanini bulun kesin kendisi Turkcell kullaniyordur", "olumlu"
